id,year,date,winner,result,win_by_runs,win_by_wickets,player_of_match,team1,team2,toss_winner,toss_decision,umpire1,umpire2,venue
1449,2013,2013-11-03,Bangladesh,normal,,4,Shamsur Rahman,Bangladesh,New Zealand,Bangladesh,field,Enamul Haque,REJ Martinesz,Khan Shaheb Osman Ali Stadium
1450,2013,2013-11-10,NA,no result,,,NA,Sri Lanka,New Zealand,New Zealand,field,BNJ Oxenford,RSA Palliyaguruge,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa"
1451,2013,2013-11-12,New Zealand,normal,,4,TWM Latham,Sri Lanka,New Zealand,Sri Lanka,bat,BNJ Oxenford,RSA Palliyaguruge,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa"
1452,2013,2013-11-16,Sri Lanka,normal,36,,SMSM Senanayake,Sri Lanka,New Zealand,New Zealand,field,BNJ Oxenford,RSA Palliyaguruge,Rangiri Dambulla International Stadium
1453,2013,2013-11-21,India,normal,,6,V Kohli,India,West Indies,West Indies,bat,VA Kulkarni,RJ Tucker,Nehru Stadium
1454,2013,2013-11-24,West Indies,normal,,2,DJG Sammy,India,West Indies,West Indies,field,VA Kulkarni,RJ Tucker,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
1455,2013,2013-11-27,India,normal,,5,S Dhawan,India,West Indies,India,field,AK Chaudhary,RJ Tucker,Green Park
1456,2014,2014-05-09,England,normal,39,,MA Leask,Scotland,England,Scotland,field,M Hawthorne,IN Ramage,Mannofield Park
1457,2013,2013-11-24,Pakistan,normal,23,,Anwar Ali,South Africa,Pakistan,Pakistan,bat,JD Cloete,CB Gaffaney,Newlands
1458,2013,2013-11-27,Pakistan,normal,1,,Ahmed Shehzad,South Africa,Pakistan,South Africa,field,S George,BNJ Oxenford,St George's Park
1459,2013,2013-11-30,South Africa,normal,,4,VD Philander,South Africa,Pakistan,South Africa,field,CB Gaffaney,S George,SuperSport Park
1460,2014,2014-02-17,Sri Lanka,normal,13,,NLTC Perera,Bangladesh,Sri Lanka,Bangladesh,field,Sharfuddoula,RJ Tucker,Shere Bangla National Stadium
1461,2014,2014-02-20,Sri Lanka,normal,61,,KC Sangakkara,Bangladesh,Sri Lanka,Sri Lanka,bat,Anisur Rahman,RJ Tucker,Shere Bangla National Stadium
1462,2014,2014-02-22,Sri Lanka,normal,,6,MDKJ Perera,Bangladesh,Sri Lanka,Sri Lanka,field,Sharfuddoula,RJ Tucker,Shere Bangla National Stadium
1463,2014,2014-01-23,Scotland,normal,170,,CS MacLeod,Canada,Scotland,Canada,field,M Erasmus,PJ Nero,Hagley Oval
1464,2014,2014-01-23,Kenya,normal,,4,IA Karim,Kenya,Netherlands,Kenya,field,VA Kulkarni,MD Martell,Bert Sutcliffe Oval
1465,2014,2014-01-28,Netherlands,normal,,8,MJG Rippon,Canada,Netherlands,Canada,bat,RSA Palliyaguruge,RT Robinson,Bay Oval
1466,2014,2014-01-30,Scotland,normal,,3,PL Mommsen,Kenya,Scotland,Kenya,bat,VA Kulkarni,PJ Nero,Hagley Oval
1467,2014,2014-02-23,West Indies,normal,,4,DJ Bravo,West Indies,Ireland,Ireland,bat,GO Brathwaite,MA Gough,"Sabina Park, Kingston"
1468,2014,2014-05-06,Sri Lanka,normal,79,,BAW Mendis,Ireland,Sri Lanka,Ireland,field,RA Kettleborough,RP Smith,Clontarf Cricket Club Ground
1469,2014,2014-02-25,Sri Lanka,normal,12,,SL Malinga,Pakistan,Sri Lanka,Sri Lanka,bat,JD Cloete,BNJ Oxenford,Khan Shaheb Osman Ali Stadium
1470,2014,2014-02-26,India,normal,,6,V Kohli,Bangladesh,India,India,field,BF Bowden,NJ Llong,Khan Shaheb Osman Ali Stadium
1471,2014,2014-02-27,Pakistan,normal,72,,Umar Akmal,Afghanistan,Pakistan,Afghanistan,field,BF Bowden,JD Cloete,Khan Shaheb Osman Ali Stadium
1472,2014,2014-02-28,Sri Lanka,normal,,2,KC Sangakkara,India,Sri Lanka,Sri Lanka,field,NJ Llong,BNJ Oxenford,Khan Shaheb Osman Ali Stadium
1473,2014,2014-03-01,Afghanistan,normal,32,,Samiullah Shenwari,Bangladesh,Afghanistan,Bangladesh,field,BF Bowden,JD Cloete,Khan Shaheb Osman Ali Stadium
1474,2014,2014-03-02,Pakistan,normal,,1,Mohammad Hafeez,India,Pakistan,Pakistan,field,NJ Llong,BNJ Oxenford,Shere Bangla National Stadium
1475,2014,2014-03-03,Sri Lanka,normal,129,,KC Sangakkara,Afghanistan,Sri Lanka,Sri Lanka,bat,JD Cloete,BNJ Oxenford,Shere Bangla National Stadium
1476,2014,2014-03-04,Pakistan,normal,,3,Shahid Afridi,Bangladesh,Pakistan,Bangladesh,bat,JD Cloete,NJ Llong,Shere Bangla National Stadium
1477,2014,2014-03-05,India,normal,,8,RA Jadeja,Afghanistan,India,India,field,BF Bowden,NJ Llong,Shere Bangla National Stadium
1478,2014,2014-03-06,Sri Lanka,normal,,3,AD Mathews,Bangladesh,Sri Lanka,Bangladesh,bat,BF Bowden,BNJ Oxenford,Shere Bangla National Stadium
1479,2014,2014-03-08,Sri Lanka,normal,,5,SL Malinga,Pakistan,Sri Lanka,Pakistan,bat,NJ Llong,BNJ Oxenford,Shere Bangla National Stadium
1480,2015,2015-01-16,South Africa,normal,61,,AB de Villiers,South Africa,West Indies,South Africa,bat,JD Cloete,S Ravi,Kingsmead
1481,2015,2015-01-18,South Africa,normal,148,,AB de Villiers,South Africa,West Indies,West Indies,field,SJ Davis,AT Holdstock,New Wanderers Stadium
1482,2015,2015-01-21,South Africa,normal,,9,VD Philander,South Africa,West Indies,West Indies,bat,JD Cloete,S Ravi,Buffalo Park
1483,2015,2015-01-25,West Indies,normal,,1,AD Russell,South Africa,West Indies,West Indies,field,SJ Davis,S George,St George's Park
1484,2015,2015-01-28,South Africa,normal,131,,RR Rossouw,South Africa,West Indies,West Indies,field,JD Cloete,S Ravi,SuperSport Park
1485,2014,2014-08-21,England,normal,42,,HC Knight,England,India,England,field,JH Evans,SJ O'Shaughnessy,North Marine Road Ground
1486,2014,2014-08-23,England,normal,13,,CM Edwards,England,India,India,field,MR Benson,MJ Saggers,North Marine Road Ground
1487,2014,2014-10-07,Australia,normal,93,,SPD Smith,Australia,Pakistan,Australia,bat,Ahsan Raza,RK Illingworth,Sharjah Cricket Stadium
1488,2014,2014-10-10,Australia,normal,,5,GJ Maxwell,Australia,Pakistan,Pakistan,bat,NJ Llong,Shozab Raza,Dubai International Cricket Stadium
1489,2014,2014-10-12,Australia,normal,1,,GJ Maxwell,Australia,Pakistan,Australia,bat,Ahsan Raza,RK Illingworth,Sheikh Zayed Stadium
1490,2014,2014-09-08,Ireland,normal,,7,NA,Ireland,Scotland,Ireland,field,MA Gough,M Hawthorne,"The Village, Malahide"
1491,2014,2014-09-10,Ireland,normal,,3,NA,Ireland,Scotland,Ireland,field,MA Gough,M Hawthorne,"The Village, Malahide"
1492,2014,2014-09-12,Scotland,normal,,8,NA,Ireland,Scotland,Scotland,field,MA Gough,M Hawthorne,"The Village, Malahide"
1493,2014,2014-07-06,South Africa,normal,75,,HM Amla,Sri Lanka,South Africa,South Africa,bat,SJ Davis,REJ Martinesz,R Premadasa Stadium
1494,2014,2014-07-09,Sri Lanka,normal,87,,TM Dilshan,Sri Lanka,South Africa,Sri Lanka,bat,NJ Llong,RSA Palliyaguruge,Pallekele International Cricket Stadium
1495,2014,2014-07-12,South Africa,normal,82,,AB de Villiers,Sri Lanka,South Africa,South Africa,bat,SJ Davis,REJ Martinesz,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa"
1496,2014,2014-08-20,West Indies,normal,,3,KA Pollard,West Indies,Bangladesh,West Indies,field,RA Kettleborough,JS Wilson,"National Cricket Stadium, St George's"
1497,2014,2014-08-22,West Indies,normal,177,,SP Narine,West Indies,Bangladesh,Bangladesh,field,Aleem Dar,GO Brathwaite,"National Cricket Stadium, St George's"
1498,2014,2014-08-25,West Indies,normal,91,,D Ramdin,West Indies,Bangladesh,West Indies,bat,RA Kettleborough,JS Wilson,"Warner Park, Basseterre"
1499,2014,2014-08-17,South Africa,normal,93,,HM Amla,Zimbabwe,South Africa,Zimbabwe,field,CB Gaffaney,RB Tiffin,Queens Sports Club
1500,2014,2014-08-19,South Africa,normal,61,,WD Parnell,Zimbabwe,South Africa,Zimbabwe,field,O Chirombe,CB Gaffaney,Queens Sports Club
1501,2014,2014-08-21,South Africa,normal,,7,Q de Kock,Zimbabwe,South Africa,South Africa,field,CB Gaffaney,TJ Matibiri,Queens Sports Club
1502,2014,2014-08-25,Australia,normal,198,,MR Marsh,Zimbabwe,Australia,Zimbabwe,field,IJ Gould,RB Tiffin,Harare Sports Club
1503,2014,2014-08-27,South Africa,normal,,7,AB de Villiers,Australia,South Africa,South Africa,field,IJ Gould,RB Tiffin,Harare Sports Club
1504,2014,2014-08-29,South Africa,normal,61,,P Utseya,Zimbabwe,South Africa,Zimbabwe,field,IJ Gould,TJ Matibiri,Harare Sports Club
1505,2014,2014-08-31,Zimbabwe,normal,,3,E Chigumbura,Zimbabwe,Australia,Australia,bat,Aleem Dar,O Chirombe,Harare Sports Club
1506,2014,2014-09-02,Australia,normal,62,,MR Marsh,Australia,South Africa,South Africa,field,Aleem Dar,RB Tiffin,Harare Sports Club
1507,2014,2014-09-04,South Africa,normal,63,,F du Plessis,Zimbabwe,South Africa,Zimbabwe,field,Aleem Dar,TJ Matibiri,Harare Sports Club
1508,2014,2014-09-06,South Africa,normal,,6,DW Steyn,Australia,South Africa,South Africa,field,Aleem Dar,RB Tiffin,Harare Sports Club
1509,2014,2014-05-02,Afghanistan,normal,70,,Mohammad Nabi,Afghanistan,United Arab Emirates,United Arab Emirates,field,BB Pradhan,Sarika Prasad,Kinrara Academy Oval
1510,2014,2014-05-04,United Arab Emirates,normal,,2,Mohammad Shahzad (2),Hong Kong,United Arab Emirates,United Arab Emirates,field,BB Pradhan,Sarika Prasad,Kinrara Academy Oval
1511,2014,2014-12-08,Pakistan,normal,,3,Haris Sohail,New Zealand,Pakistan,Pakistan,field,Aleem Dar,JS Wilson,Dubai International Cricket Stadium
1512,2014,2014-12-12,New Zealand,normal,,4,KS Williamson,New Zealand,Pakistan,Pakistan,bat,Ahsan Raza,RK Illingworth,Sharjah Cricket Stadium
1513,2014,2014-12-14,Pakistan,normal,147,,Ahmed Shehzad,New Zealand,Pakistan,Pakistan,bat,Shozab Raza,JS Wilson,Sharjah Cricket Stadium
1514,2014,2014-12-17,New Zealand,normal,7,,KS Williamson,New Zealand,Pakistan,New Zealand,bat,RK Illingworth,Shozab Raza,Sheikh Zayed Stadium
1515,2014,2014-12-19,New Zealand,normal,68,,MJ Henry,New Zealand,Pakistan,New Zealand,bat,Ahsan Raza,JS Wilson,Sheikh Zayed Stadium
1516,2015,2015-06-09,England,normal,210,,JC Buttler,England,New Zealand,New Zealand,field,MA Gough,BNJ Oxenford,Edgbaston
1517,2015,2015-06-12,New Zealand,normal,13,,LRPL Taylor,England,New Zealand,New Zealand,bat,SJ Davis,RT Robinson,Kennington Oval
1518,2015,2015-06-14,New Zealand,normal,,3,KS Williamson,England,New Zealand,England,bat,BNJ Oxenford,RT Robinson,The Rose Bowl
1519,2015,2015-06-17,England,normal,,7,EJG Morgan,England,New Zealand,New Zealand,bat,RJ Bailey,SJ Davis,Trent Bridge
1520,2015,2015-06-20,England,normal,,3,JM Bairstow,England,New Zealand,England,field,MA Gough,BNJ Oxenford,Riverside Ground
1521,2015,2015-08-27,Australia,normal,23,,DA Warner,Ireland,Australia,Australia,bat,M Hawthorne,JS Wilson,"Civil Service Cricket Club, Stormont"
1522,2015,2015-09-03,Australia,normal,59,,MS Wade,England,Australia,Australia,bat,MA Gough,JS Wilson,The Rose Bowl
1523,2015,2015-09-05,Australia,normal,64,,MR Marsh,England,Australia,England,field,HDPK Dharmasena,RT Robinson,Lord's
1524,2015,2015-09-08,England,normal,93,,JWA Taylor,England,Australia,England,bat,RJ Bailey,JS Wilson,Old Trafford
1525,2015,2015-09-11,England,normal,,3,EJG Morgan,England,Australia,Australia,bat,HDPK Dharmasena,MA Gough,Headingley
1526,2015,2015-09-13,Australia,normal,,8,MR Marsh,England,Australia,England,bat,RJ Bailey,JS Wilson,Old Trafford
1527,2014,2014-06-15,India,normal,,7,AM Rahane,Bangladesh,India,Bangladesh,bat,HDPK Dharmasena,Enamul Haque,Shere Bangla National Stadium
1528,2014,2014-06-17,India,normal,47,,STR Binny,Bangladesh,India,Bangladesh,field,HDPK Dharmasena,Sharfuddoula,Shere Bangla National Stadium
1529,2014,2014-06-19,NA,no result,,,NA,Bangladesh,India,India,bat,HDPK Dharmasena,Enamul Haque,Shere Bangla National Stadium
1530,2014,2014-08-23,Pakistan,normal,,4,Sohaib Maqsood,Sri Lanka,Pakistan,Pakistan,field,RSA Palliyaguruge,S Ravi,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa"
1531,2014,2014-08-26,Sri Lanka,normal,77,,NLTC Perera,Sri Lanka,Pakistan,Sri Lanka,bat,SJ Davis,REJ Martinesz,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa"
1532,2014,2014-08-30,Sri Lanka,normal,,7,NLTC Perera,Sri Lanka,Pakistan,Pakistan,bat,RSA Palliyaguruge,S Ravi,Rangiri Dambulla International Stadium
1533,2014,2014-10-21,South Africa,normal,,6,AB de Villiers,New Zealand,South Africa,South Africa,field,CB Gaffaney,RJ Tucker,Bay Oval
1534,2014,2014-10-24,South Africa,normal,72,,HM Amla,New Zealand,South Africa,New Zealand,field,SJ Davis,DJ Walker,Bay Oval
1535,2014,2014-10-27,NA,no result,,,NA,New Zealand,South Africa,New Zealand,field,CB Gaffaney,RJ Tucker,Seddon Park
1536,2015,2015-01-11,New Zealand,normal,,3,CJ Anderson,New Zealand,Sri Lanka,Sri Lanka,bat,CB Gaffaney,NJ Llong,Hagley Oval
1537,2015,2015-01-15,Sri Lanka,normal,,6,TM Dilshan,New Zealand,Sri Lanka,New Zealand,bat,CB Gaffaney,IJ Gould,Seddon Park
1538,2015,2015-01-17,NA,no result,,,NA,New Zealand,Sri Lanka,Sri Lanka,field,BF Bowden,NJ Llong,Eden Park
1539,2015,2015-01-20,New Zealand,normal,,4,KS Williamson,New Zealand,Sri Lanka,Sri Lanka,bat,IJ Gould,DJ Walker,Saxton Oval
1540,2015,2015-01-23,New Zealand,normal,108,,GD Elliott,New Zealand,Sri Lanka,Sri Lanka,field,CB Gaffaney,NJ Llong,University Oval
1541,2015,2015-01-25,New Zealand,normal,120,,CJ Anderson,New Zealand,Sri Lanka,New Zealand,bat,MA Gough,DJ Walker,University Oval
1542,2015,2015-01-29,Sri Lanka,normal,34,,KC Sangakkara,New Zealand,Sri Lanka,Sri Lanka,bat,CB Gaffaney,RJ Tucker,Westpac Stadium
1543,2015,2015-01-31,New Zealand,normal,,7,GD Elliott,New Zealand,Pakistan,New Zealand,field,CB Gaffaney,MA Gough,Westpac Stadium
1544,2015,2015-02-03,New Zealand,normal,119,,KS Williamson,New Zealand,Pakistan,New Zealand,bat,RJ Tucker,DJ Walker,McLean Park
1545,2014,2014-11-26,Sri Lanka,normal,25,,TM Dilshan,Sri Lanka,England,England,field,SD Fry,RSA Palliyaguruge,R Premadasa Stadium
1546,2014,2014-11-29,Sri Lanka,normal,,8,DPMD Jayawardene,Sri Lanka,England,England,bat,SJ Davis,RR Wimalasiri,R Premadasa Stadium
1547,2014,2014-12-03,England,normal,,5,JC Buttler,Sri Lanka,England,Sri Lanka,bat,SD Fry,RSA Palliyaguruge,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa"
1548,2014,2014-12-07,Sri Lanka,normal,,6,KC Sangakkara,Sri Lanka,England,England,bat,SJ Davis,REJ Martinesz,R Premadasa Stadium
1549,2014,2014-12-10,England,normal,,5,JE Root,Sri Lanka,England,England,field,RSA Palliyaguruge,RJ Tucker,Pallekele International Cricket Stadium
1550,2014,2014-12-13,Sri Lanka,normal,90,,KC Sangakkara,Sri Lanka,England,Sri Lanka,bat,REJ Martinesz,BNJ Oxenford,Pallekele International Cricket Stadium
1551,2014,2014-12-16,Sri Lanka,normal,87,,TM Dilshan,Sri Lanka,England,Sri Lanka,bat,REJ Martinesz,RJ Tucker,R Premadasa Stadium
1552,2014,2014-11-14,Australia,normal,32,,NM Coulter-Nile,Australia,South Africa,South Africa,field,SD Fry,NJ Llong,Western Australia Cricket Association Ground
1553,2014,2014-11-16,South Africa,normal,,3,M Morkel,Australia,South Africa,Australia,bat,BF Bowden,JD Ward,Western Australia Cricket Association Ground
1554,2014,2014-11-19,Australia,normal,73,,SPD Smith,Australia,South Africa,Australia,bat,SD Fry,NJ Llong,Manuka Oval
1555,2014,2014-11-21,Australia,normal,,3,SPD Smith,Australia,South Africa,South Africa,bat,BF Bowden,JD Ward,Melbourne Cricket Ground
1556,2014,2014-11-23,Australia,normal,,2,Q de Kock,Australia,South Africa,South Africa,bat,NJ Llong,MD Martell,Sydney Cricket Ground
1557,2015,2015-01-18,Australia,normal,,4,MA Starc,Australia,India,India,bat,HDPK Dharmasena,JD Ward,Melbourne Cricket Ground
1558,2015,2015-01-16,Australia,normal,,3,MA Starc,Australia,England,England,bat,HDPK Dharmasena,SD Fry,Sydney Cricket Ground
1559,2015,2015-01-20,England,normal,,9,ST Finn,England,India,India,bat,HDPK Dharmasena,MD Martell,"Brisbane Cricket Ground, Woolloongabba"
1560,2015,2015-01-23,Australia,normal,,3,SPD Smith,Australia,England,Australia,field,M Erasmus,SD Fry,Bellerive Oval
1561,2015,2015-01-26,NA,no result,,,NA,Australia,India,Australia,field,M Erasmus,P Wilson,Sydney Cricket Ground
1562,2015,2015-01-30,England,normal,,3,JWA Taylor,England,India,England,field,M Erasmus,JD Ward,Western Australia Cricket Association Ground
1563,2015,2015-02-01,Australia,normal,112,,GJ Maxwell,Australia,England,England,field,M Erasmus,SD Fry,Western Australia Cricket Association Ground
1564,2014,2014-08-23,Australia,normal,,5,JL Jonassen,Australia,Pakistan,Australia,field,GA Abood,GC Joshua,Peter Burge Oval
1565,2014,2014-08-26,Australia,normal,,8,NE Bolton,Australia,Pakistan,Pakistan,bat,GC Joshua,SJ Nogajski,Peter Burge Oval
1566,2014,2014-11-11,Australia,normal,,3,SR Taylor,Australia,West Indies,Australia,field,PJ Gillespie,AK Wilds,Hurstville Oval
1567,2014,2014-11-13,Australia,normal,53,,EA Perry,Australia,West Indies,Australia,bat,PJ Gillespie,AK Wilds,Hurstville Oval
1568,2014,2014-11-16,Australia,normal,,8,MM Lanning,Australia,West Indies,West Indies,bat,PJ Gillespie,AK Wilds,Bradman Oval
1569,2014,2014-11-18,Australia,normal,148,,EA Perry,Australia,West Indies,Australia,bat,PJ Gillespie,AK Wilds,Bradman Oval
1570,2014,2014-07-20,Zimbabwe,normal,,8,Sikandar Raza,Zimbabwe,Afghanistan,Zimbabwe,field,O Chirombe,JD Cloete,Queens Sports Club
1571,2014,2014-07-22,Afghanistan,normal,,2,H Masakadza,Zimbabwe,Afghanistan,Afghanistan,field,JD Cloete,TJ Matibiri,Queens Sports Club
1572,2014,2014-07-24,Afghanistan,normal,100,,DT Tiripano,Zimbabwe,Afghanistan,Zimbabwe,field,O Chirombe,JD Cloete,Queens Sports Club
1573,2014,2014-10-17,NA,no result,,,NA,Sri Lanka,South Africa,Sri Lanka,bat,REJ Martinesz,RR Wimalasiri,Sinhalese Sports Club Ground
1574,2014,2014-10-19,Sri Lanka,normal,,4,AC Jayangani,Sri Lanka,South Africa,Sri Lanka,field,REJ Martinesz,RSA Palliyaguruge,Sinhalese Sports Club Ground
1575,2014,2014-10-21,South Africa,normal,,5,T Chetty,Sri Lanka,South Africa,South Africa,field,HMNC Dhanasinghe,RD Kottahachchi,Sinhalese Sports Club Ground
1576,2014,2014-11-21,Bangladesh,normal,87,,Shakib Al Hasan,Bangladesh,Zimbabwe,Zimbabwe,field,CB Gaffaney,Sharfuddoula,Zahur Ahmed Chowdhury Stadium
1577,2014,2014-11-23,Bangladesh,normal,68,,Mashrafe Mortaza,Bangladesh,Zimbabwe,Bangladesh,bat,CB Gaffaney,Sharfuddoula,Zahur Ahmed Chowdhury Stadium
1578,2014,2014-11-26,Bangladesh,normal,124,,Anamul Haque,Bangladesh,Zimbabwe,Zimbabwe,field,Anisur Rahman,CB Gaffaney,Shere Bangla National Stadium
1582,2014,2014-10-08,West Indies,normal,124,,MN Samuels,India,West Indies,India,field,IJ Gould,S Ravi,Nehru Stadium
1583,2014,2014-10-11,India,normal,48,,Mohammed Shami,India,West Indies,India,bat,IJ Gould,S Ravi,Feroz Shah Kotla
1579,2014,2014-11-28,Bangladesh,normal,21,,Mahmudullah,Bangladesh,Zimbabwe,Bangladesh,bat,Anisur Rahman,CB Gaffaney,Shere Bangla National Stadium
1585,2014,2014-11-02,India,normal,169,,AM Rahane,India,Sri Lanka,Sri Lanka,field,VA Kulkarni,BNJ Oxenford,Barabati Stadium
1580,2014,2014-12-01,Bangladesh,normal,,5,Taijul Islam,Bangladesh,Zimbabwe,Zimbabwe,bat,CB Gaffaney,Sharfuddoula,Shere Bangla National Stadium
1586,2014,2014-11-06,India,normal,,6,AT Rayudu,India,Sri Lanka,Sri Lanka,bat,VA Kulkarni,BNJ Oxenford,"Sardar Patel Stadium, Motera"
1587,2014,2014-11-09,India,normal,,6,DPMD Jayawardene,India,Sri Lanka,Sri Lanka,bat,VA Kulkarni,BNJ Oxenford,"Rajiv Gandhi International Stadium, Uppal"
1584,2014,2014-10-17,India,normal,59,,V Kohli,India,West Indies,West Indies,field,IJ Gould,VA Kulkarni,Himachal Pradesh Cricket Association Stadium
1581,2015,2015-05-08,NA,no result,,,NA,Ireland,England,England,field,M Hawthorne,IN Ramage,"The Village, Malahide"
1588,2014,2014-11-13,India,normal,153,,RG Sharma,India,Sri Lanka,India,bat,BNJ Oxenford,S Ravi,Eden Gardens
1589,2014,2014-11-16,India,normal,,3,AD Mathews,India,Sri Lanka,Sri Lanka,bat,BNJ Oxenford,S Ravi,JSCA International Stadium Complex
1590,2015,2015-07-21,England,normal,,4,NR Sciver,England,Australia,Australia,bat,SJ O'Shaughnessy,AG Wharf,County Ground
1591,2015,2015-07-23,Australia,normal,63,,MM Lanning,England,Australia,England,field,SJ O'Shaughnessy,MJ Saggers,County Ground
1592,2015,2015-07-26,Australia,normal,89,,EA Perry,England,Australia,England,field,MJ Saggers,AG Wharf,"County Ground, New Road"
1593,2016,2016-02-03,England,normal,39,,Q de Kock,South Africa,England,England,bat,CB Gaffaney,S George,Mangaung Oval
1594,2016,2016-02-06,England,normal,,5,AD Hales,South Africa,England,South Africa,bat,JD Cloete,HDPK Dharmasena,St George's Park
1595,2016,2016-02-09,South Africa,normal,,7,Q de Kock,South Africa,England,England,bat,JD Cloete,CB Gaffaney,SuperSport Park
1340,2013,2013-08-01,India,normal,,9,MM Sharma,Zimbabwe,India,India,field,TJ Matibiri,BNJ Oxenford,Queens Sports Club
1186,2011,2011-12-01,Pakistan,normal,,5,Shahid Afridi,Bangladesh,Pakistan,Bangladesh,bat,JD Cloete,Enamul Haque,Shere Bangla National Stadium
258,2019,2019-02-13,New Zealand,normal,,8,MJ Guptill,New Zealand,Bangladesh,Bangladesh,bat,CM Brown,S Ravi,McLean Park
1596,2016,2016-02-12,South Africa,normal,,1,CH Morris,South Africa,England,South Africa,field,HDPK Dharmasena,S George,New Wanderers Stadium
1597,2016,2016-02-14,South Africa,normal,,5,AB de Villiers,South Africa,England,South Africa,field,JD Cloete,CB Gaffaney,Newlands
1598,2014,2014-11-28,United Arab Emirates,normal,,5,Amjad Ali,United Arab Emirates,Afghanistan,Afghanistan,bat,JD Cloete,RA Kettleborough,ICC Academy
1599,2014,2014-11-30,United Arab Emirates,normal,,6,Khurram Khan,United Arab Emirates,Afghanistan,United Arab Emirates,field,JD Cloete,RA Kettleborough,ICC Academy
1600,2015,2015-01-11,Pakistan,normal,12,,Sana Mir,Pakistan,Sri Lanka,Pakistan,bat,Farooq Ali Khan,Rashid Riaz,Sharjah Cricket Stadium
1601,2015,2015-01-13,Pakistan,normal,,7,Javeria Khan,Pakistan,Sri Lanka,Sri Lanka,bat,Farooq Ali Khan,Rashid Riaz,Sharjah Cricket Stadium
1602,2015,2015-01-12,Ireland,normal,,3,NJ O'Brien,Ireland,Scotland,Ireland,field,Ahmed Shahab,Sharfuddoula,Dubai International Cricket Stadium
1603,2015,2015-01-17,Afghanistan,normal,71,,Najibullah Zadran,Afghanistan,Ireland,Ireland,field,Ahmed Shahab,VA Kulkarni,Dubai International Cricket Stadium
1604,2015,2015-01-08,Afghanistan,normal,,8,Javed Ahmadi,Afghanistan,Scotland,Afghanistan,field,VA Kulkarni,Sharfuddoula,ICC Academy
1605,2015,2015-01-14,Scotland,normal,150,,JH Davey,Afghanistan,Scotland,Scotland,bat,VA Kulkarni,Sharfuddoula,Sheikh Zayed Stadium
1606,2015,2015-07-10,South Africa,normal,,8,K Rabada,Bangladesh,South Africa,Bangladesh,bat,MA Gough,Sharfuddoula,Shere Bangla National Stadium
1607,2015,2015-07-12,Bangladesh,normal,,7,Soumya Sarkar,Bangladesh,South Africa,South Africa,bat,Enamul Haque,RK Illingworth,Shere Bangla National Stadium
1608,2015,2015-07-15,Bangladesh,normal,,9,Soumya Sarkar,Bangladesh,South Africa,South Africa,bat,MA Gough,Sharfuddoula,Zahur Ahmed Chowdhury Stadium
1609,2015,2015-03-17,South Africa,normal,,5,L Lee,Pakistan,South Africa,Pakistan,bat,Ahsan Raza,Khalid Mahmood,Sharjah Cricket Stadium
1610,2015,2015-08-19,South Africa,normal,20,,HM Amla,South Africa,New Zealand,New Zealand,field,JD Cloete,IJ Gould,SuperSport Park
1611,2015,2015-08-23,New Zealand,normal,,8,MJ Guptill,South Africa,New Zealand,South Africa,bat,S George,IJ Gould,Senwes Park
1612,2015,2015-08-26,South Africa,normal,62,,AB de Villiers,South Africa,New Zealand,South Africa,bat,JD Cloete,IJ Gould,Kingsmead
1613,2015,2015-04-17,Bangladesh,normal,79,,Mushfiqur Rahim,Bangladesh,Pakistan,Bangladesh,bat,RSA Palliyaguruge,Sharfuddoula,Shere Bangla National Stadium
